1400,1952017020,600
1400,1951469869,601
1400,1978678278,602
1400,1951777825,603
1400,1954006453,604
1400,1949098566,605
1400,1948932665,606
1400,1948226287,607
1400,1948526766,608
1400,1947771198,609
1400,1947746726,610
1400,1948722909,611
1400,1947077788,612
1400,1948992818,613
1400,1947486579,614
1400,1947490592,615
1400,1947635847,616
1400,1947452079,617
1400,1948692079,618
1400,1948290491,619
1400,1955335696,620
1400,1949549044,621
1400,1954525233,622
1400,1947470249,623
1400,1947709656,624
1400,1947840100,625
1400,1945628320,626
1400,1946405589,627
1400,1946059040,628
1400,1946027358,629
1400,1945722175,630
1400,1946866694,631
1400,1945388606,632
1400,1946143595,633
1400,1946248407,634
1400,1945072659,635
1400,1947799233,636
1400,1946241399,637
1400,1948906469,638
1400,1956679829,639
1400,1952432683,640
1400,1949198590,641
1400,1947175285,642
1400,1946512477,643
1400,1944384050,644
1400,1945676654,645
1400,1944090286,646
1400,1944775379,647
1400,1945312852,648
1400,1944410795,649
1400,1944795758,650
1400,1944857618,651
1400,1944641754,652
1400,1944182802,653
1400,1945797270,654
1400,1944465738,655
1400,1946081228,656
1400,1948898027,657
1400,1947451138,658
1400,1953048111,659
1400,1947737224,660
1400,1947307345,661
1400,1944546960,662
1400,1944630023,663
1400,1943909069,664
1400,1944696260,665
1400,1944410668,666
1400,1944030467,667
1400,1945236149,668
1400,1943612746,669
1400,1944832452,670
1400,1944252877,671
1400,1944131001,672
1400,1944296951,673
1400,1944604590,674
1400,1946198900,675
1400,1947322626,676
1400,1953335281,677
1400,1945922782,678
1400,1948894132,679
1400,1944285171,680
1400,1943927613,681
1400,1944412295,682
1400,1943062134,683
1400,1943288638,684
1400,1943413281,685
1400,1943469867,686
1400,1942748462,687
1400,1944223400,688
1400,1943024752,689
1400,1943280957,690
1400,1944112235,691
1400,1943105193,692
1400,1945058261,693
1400,1944668470,694
1400,1947820252,695
1400,1947496882,696
1400,1953604646,697
1400,1945908668,698
1400,1944747286,699
1400,1944687569,700
1400,1942883553,701
1400,1943937417,702
1400,1943312884,703
1400,1943255981,704
1400,1943585956,705
1400,1943065036,706
1400,1942982168,707
1400,1943169389,708
1400,1943214891,709
1400,1942414363,710
1400,1944276139,711
1400,1943206264,712
1400,1944633907,713
1400,1948508687,714
1400,1946101247,715
1400,1948244049,716
1400,1943726696,717
1400,1943980249,718
1400,1942347165,719
1400,1942751804,720
1400,1941813308,721
1400,1942428278,722
1400,1942579378,723
1400,1941777788,724
1400,1942652479,725
1400,1941749813,726
1400,1942359313,727
1400,1942123605,728
1400,1942342842,729
1400,1942281958,730
1400,1942848089,731
1400,1945431235,732
1400,1943781525,733
1400,1956512360,734
1400,1943537310,735
1400,1945021635,736
1400,1942281592,737
1400,1941618836,738
1400,1941745513,739
1400,1941531812,740
1400,1941417690,741
1400,1941375944,742
1400,1941663163,743
1400,1940786858,744
1400,1942004896,745
1400,1941282820,746
1400,1940952763,747
1400,1942095743,748
1400,1941148701,749
1400,1942747389,750
1400,1942971378,751
1400,1946756268,752
1400,1944271017,753
1400,1945231076,754
1400,1942186860,755
1400,1941365205,756
1400,1941850936,757
1400,1940310106,758
1400,1941183317,759
1400,1941044959,760
1400,1940806242,761
1400,1940943449,762
1400,1941204011,763
1400,1940729501,764
1400,1940914373,765
1400,1941426994,766
1400,1940398270,767
1400,1942118998,768
1400,1941962425,769
1400,1943068218,770
1400,1954600030,771
1400,1944625180,772
1400,1944316787,773
1400,1941454157,774
1400,1941310597,775
1400,1940320639,776
1400,1940965500,777
1400,1940243875,778
1400,1940464775,779
1400,1940918746,780
1400,1939924920,781
1400,1940807805,782
1400,1940492239,783
1400,1940553244,784
1400,1940313663,785
1400,1940952911,786
1400,1940983262,787
1400,1941561036,788
1400,1945333396,789
1400,1942573410,790
1400,1946551622,791
1400,1942181863,792
1400,1942195376,793
1400,1940935591,794
1400,1940482971,795
1400,1940403238,796
1400,1940634655,797
1400,1940549585,798
1400,1940218347,799
1400,1941111236,800
1400,1939969654,801
1400,1940652094,802
1400,1940430089,803
1400,1940066508,804
1400,1940869290,805
1400,1940601418,806
1400,1942417891,807
1400,1945295930,808
1400,1946571500,809
1400,1942380384,810
1400,1942875654,811
1400,1940786645,812
1400,1939895649,813
1400,1940431907,814
1400,1939481661,815
1400,1939928462,816
1400,1940130330,817
1400,1939728603,818
1400,1939613343,819
1400,1940222648,820
1400,1939677060,821
1400,1939749443,822
1400,1940588799,823
1400,1939705578,824
1400,1941136244,825
1400,1941857248,826
1400,1942943973,827
1400,1944526223,828
1400,1945171188,829
1400,1941985263,830
1400,1940281597,831
1400,1940543045,832
1400,1939495559,833
1400,1940383888,834
1400,1939982146,835
1400,1939761717,836
1400,1940280201,837
1400,1939572376,838
1400,1939982077,839
1400,1939918883,840
1400,1939993414,841
1400,1939625674,842
1400,1940542601,843
1400,1940869211,844
1400,1941569687,845
1400,1945973713,846
1400,1941912434,847
1400,1944041554,848
1400,1940370295,849
1400,1940485366,850
1400,1939976382,851
1400,1939825837,852
1400,1939433602,853
1400,1939682264,854
1400,1939746755,855
1400,1939049796,856
1400,1940127137,857
1400,1939155903,858
1400,1939458034,859
1400,1939618536,860
1400,1939300674,861
1400,1940109235,862
1400,1939952396,863
1400,1942701676,864
1400,1941317769,865
1400,1948985421,866
1400,1940719546,867
1400,1940820823,868
1400,1939893740,869
1400,1938789331,870
1400,1939303601,871
1400,1938835486,872
1400,1938855444,873
1400,1938936420,874
1400,1938968803,875
1400,1938577851,876
1400,1939018040,877
1400,1938707987,878
1400,1938429409,879
1400,1939673567,880
1400,1938711853,881
1400,1940089061,882
1400,1941375127,883
1400,1942147608,884
1400,1942005175,885
1400,1940519212,886
1400,1939720413,887
1400,1938562871,888
1400,1939050895,889
1400,1938165855,890
1400,1938836869,891
1400,1938752258,892
1400,1938265140,893
1400,1938646094,894
1400,1938405276,895
1400,1938564316,896
1400,1938590640,897
1400,1939033022,898
1400,1938452464,899
1400,1939464914,900
1400,1940409520,901
1400,1940142378,902
1400,1954900543,903
1400,1940522943,904
1400,1941223269,905
1400,1938884165,906
1400,1938764403,907
1400,1938394336,908
1400,1938569669,909
1400,1938148559,910
1400,1938066920,911
1400,1938520772,912
1400,1937705120,913
1400,1938595159,914
1400,1938109843,915
1400,1938051576,916
1400,1938147358,917
1400,1938172322,918
1400,1938876290,919
1400,1938912097,920
1400,1942254624,921
1400,1939631325,922
1400,1941681768,923
1400,1938865210,924
1400,1938574909,925
1400,1938378785,926
1400,1937550742,927
1400,1937865255,928
1400,1937725302,929
1400,1937660382,930
1400,1937465190,931
1400,1937998916,932
1400,1937444383,933
1400,1937687691,934
1400,1937889286,935
